"year","ku","kun","party","name","age","status","nocand","wl","rank","previous","vote","voteshare","eligible","turnout","exp","experience","expm"
2009,"fukushima",1,"DPJ","ISHIHARA, YOZABURO",36,"challenger",4,"won",1,1,156060,50,427768,73.86,11543630,0,11.54363
2009,"fukushima",1,"LDP","KAMEOKA, YOSHITAMI",53,"incumbent",4,"lost",2,1,136526,43.8,427768,73.86,9875641,1,9.875641
2009,"fukushima",1,"JCP","YAMADA, YUTAKA",54,"challenger",4,"lost",3,0,15879,5.1,427768,73.86,2583953,0,2.583953
2009,"fukushima",1,"H","OHASHI, KAZUYUKI",40,"challenger",4,"lost",4,0,3492,1.1,427768,73.86,2024019,0,2.024019
2009,"fukushima",2,"DPJ","OTA, KAZUMI",30,"incumbent",3,"won",1,2,131306,53.5,349036,71.51,6717227,1,6.717227
2009,"fukushima",2,"LDP","NEMOTO, TAKUMI",58,"incumbent",3,"lost",2,5,111596,45.5,349036,71.51,16461367,1,16.461367
2009,"fukushima",2,"H","SAKAI, HIDEMITSU",41,"challenger",3,"lost",3,0,2397,1,349036,71.51,2219448,0,2.219448
2009,"fukushima",3,"DPJ","GENBA, KOICHIRO",45,"incumbent",2,"won",1,6,159826,73.8,298086,74.26,10583062,1,10.583062
2009,"fukushima",3,"LDP","YOSHINO, MASAYOSHI",61,"incumbent",2,"zombie",2,4,56858,26.2,298086,74.26,10185923,1,10.185923
2009,"fukushima",4,"DPJ","WATANABE, KOZO",77,"incumbent",4,"won",1,14,91695,49.4,244469,77.42,8548334,1,8.548334
2009,"fukushima",4,"LDP","WATANABE, ATSUSHI",57,"incumbent",4,"lost",2,1,49349,26.6,244469,77.42,6777135,1,6.777135
2009,"fukushima",4,"minna","OGUMA, SHINJI",41,"challenger",4,"lost",3,0,42824,23.1,244469,77.42,5472400,0,5.4724
2009,"fukushima",4,"H","SUZUKI, NORIO",56,"challenger",4,"lost",4,0,1735,0.9,244469,77.42,1780923,0,1.780923
2009,"fukushima",5,"DPJ","YOSHIDA, IZUMI",60,"incumbent",3,"won",1,3,135692,59,343654,68.36,8416799,1,8.416799
2009,"fukushima",5,"LDP","SAKAMOTO, GOJI",64,"incumbent",3,"lost",2,0,88968,38.7,343654,68.36,5378634,1,5.378634
2009,"fukushima",5,"H","ISHIWATA, TSUYOSHI",40,"challenger",3,"lost",3,0,5150,2.2,343654,68.36,2508086,0,2.508086
2009,"gifu",1,"DPJ","SHIBAHASHI, MASANAO",30,"challenger",4,"won",1,1,111987,50,325039,69.99,4853108,0,4.853108
2009,"gifu",1,"LDP","NODA, SEIKO",48,"incumbent",4,"zombie",2,6,99500,44.5,325039,69.99,16511705,1,16.511705
2009,"gifu",1,"JCP","SUZUKI, MASANORI",45,"challenger",4,"lost",3,0,9832,4.4,325039,69.99,1824388,0,1.824388
2009,"gifu",1,"H","OZAWA, KAZUE",25,"challenger",4,"lost",4,0,2508,1.1,325039,69.99,1122227,0,1.122227
2009,"gifu",2,"LDP","TANAHASHI, YASUFUMI",46,"incumbent",3,"won",1,5,118198,54.2,311445,71.2,13791420,1,13.79142
2009,"gifu",2,"DPJ","HASHIMOTO, BEN",56,"challenger",3,"zombie",2,1,95750,43.9,311445,71.2,8075185,0,8.075185
2009,"gifu",2,"H","HAMAISHI, AKIRA",49,"challenger",3,"lost",3,0,4150,1.9,311445,71.2,1185575,0,1.185575
2009,"gifu",3,"DPJ","SONODA, YASUHIRO",42,"incumbent",3,"won",1,3,165017,57.4,416239,70.56,12332535,1,12.332535
2009,"gifu",3,"LDP","MUTO, YOJI",53,"incumbent",3,"lost",2,1,116353,40.4,416239,70.56,10294049,1,10.294049
2009,"gifu",3,"H","MABUCHI, YASUHIKO",45,"challenger",3,"lost",3,0,6341,2.2,416239,70.56,1461593,0,1.461593
2009,"gifu",4,"LDP","KANEKO, KAZUYOSHI",66,"incumbent",3,"won",1,8,141679,52.9,347362,78.32,19065282,1,19.065282
2009,"gifu",4,"DPJ","IMAI, MASATO",47,"challenger",3,"zombie",2,1,120525,45,347362,78.32,10005320,0,10.00532
2009,"gifu",4,"H","KAWAI, YOSHIHIRO",47,"challenger",3,"lost",3,0,5666,2.1,347362,78.32,1491378,0,1.491378
2009,"gifu",5,"DPJ","ACHIHA, YOSHINOBU",46,"challenger",2,"won",1,1,114676,53.2,289490,75.97,4797986,0,4.797986
2009,"gifu",5,"LDP","FURUYA, KEIJI",56,"incumbent",2,"zombie",2,7,100931,46.8,289490,75.97,17896062,1,17.896062
2009,"gunma",1,"DPJ","MIYAZAKI, TAKESHI",39,"challenger",5,"won",1,1,122711,48,389150,67.2,6820032,0,6.820032
2009,"gunma",1,"LDP","OMI, KOJI",76,"incumbent",5,"lost",2,7,109846,43,389150,67.2,15489652,1,15.489652
2009,"gunma",1,"JCP","SAKAI, HIROAKI",43,"challenger",5,"lost",3,0,15783,6.2,389150,67.2,944595,0,0.944595
2009,"gunma",1,"independent","YAMADA, AKIRA",57,"challenger",5,"lost",4,0,5505,2.2,389150,67.2,1587047,0,1.587047
2009,"gunma",1,"H","TAKIZAKI, AKIHIKO",45,"challenger",5,"lost",5,0,1795,0.7,389150,67.2,2052102,0,2.052102
2009,"gunma",2,"DPJ","ISHIZEKI, TAKASHI",37,"incumbent",4,"won",1,2,114622,51.9,331305,68.21,4345162,1,4.345162
2009,"gunma",2,"LDP","SASAGAWA, TAKASHI",73,"incumbent",4,"lost",2,7,90962,41.2,331305,68.21,10939699,1,10.939699
2009,"gunma",2,"independent","YAJIMA, ERIKO",33,"challenger",4,"lost",3,0,12885,5.8,331305,68.21,2478498,0,2.478498
2009,"gunma",2,"H","HACHISU, YUTAKA",45,"challenger",4,"lost",4,0,2487,1.1,331305,68.21,1699814,0,1.699814
2009,"gunma",3,"DPJ","KAKINUMA, MASAAKI",43,"challenger",3,"won",1,1,109173,54,299261,69.33,8687683,0,8.687683
2009,"gunma",3,"LDP","YATSU, YOSHIO",75,"incumbent",3,"lost",2,7,89436,44.2,299261,69.33,19318728,1,19.318728
2009,"gunma",3,"H","IWAMI, TAISUKE",47,"challenger",3,"lost",3,1,3586,1.8,299261,69.33,1489528,0,1.489528
2009,"gunma",4,"LDP","FUKUDA, YASUO",73,"incumbent",3,"won",1,7,103852,51.9,290446,70.72,14515002,1,14.515002
2009,"gunma",4,"DPJ","MIYAKE, YUKIKO",44,"challenger",3,"zombie",2,1,91904,45.9,290446,70.72,10394194,0,10.394194
2009,"gunma",4,"H","MORITA, TAKAYUKI",38,"challenger",3,"lost",3,0,4315,2.2,290446,70.72,1591111,0,1.591111
2009,"gunma",5,"LDP","OBUCHI, YUKO",35,"incumbent",3,"won",1,4,152708,71,317838,70.46,9204235,1,9.204235
2009,"gunma",5,"SDP","TSUCHIYA, TOMIHISA",72,"challenger",3,"lost",2,0,53048,24.7,317838,70.46,3961471,0,3.961471
2009,"gunma",5,"H","UBUKATA, HIDEYUKI",37,"challenger",3,"lost",3,0,9406,4.4,317838,70.46,1797461,0,1.797461
2009,"hiroshima",1,"LDP","KISHIDA, FUMIO",52,"incumbent",6,"won",1,6,95475,47.7,311170,65.63,17489035,1,17.489035
2009,"hiroshima",1,"DPJ","SUGEKAWA, HIROSHI",40,"challenger",6,"zombie",2,1,87557,43.7,311170,65.63,11953598,0,11.953598
2009,"hiroshima",1,"JCP","FUJIMOTO, SATOSHI",54,"challenger",6,"lost",3,0,8945,4.5,311170,65.63,1104168,0,1.104168
2009,"hiroshima",1,"SDP","UEMURA, YOSHITERU",49,"challenger",6,"lost",4,0,5438,2.7,311170,65.63,3386023,0,3.386023
2009,"hiroshima",1,"H","NAKAMURA, FUMINORI",57,"challenger",6,"lost",5,0,2889,1.4,311170,65.63,126930,0,0.12693
2009,"hiroshima",1,"independent","YAMAMOTO, HIRONORI",47,"challenger",6,"lost",6,0,1393,0.7,311170,65.63,2236773,0,2.236773
2009,"hiroshima",2,"DPJ","MATSUMOTO, DAISUKE",38,"incumbent",3,"won",1,3,149227,56.3,390965,68.89,7135673,1,7.135673
2009,"hiroshima",2,"LDP","HIRAGUCHI, HIROSHI",61,"incumbent",3,"lost",2,1,110238,41.6,390965,68.89,19648693,1,19.648693
2009,"hiroshima",2,"H","MIYAUCHI, KAORI",45,"challenger",3,"lost",3,0,5458,2.1,390965,68.89,717290,0,0.71729
2009,"hiroshima",3,"DPJ","HASHIMOTO, HIROAKI",39,"challenger",3,"won",1,1,133994,56.8,350705,68.59,8276167,0,8.276167
2009,"hiroshima",3,"LDP","MASUHARA, YOSHITAKE",64,"incumbent",3,"lost",2,3,96065,40.7,350705,68.59,11513734,1,11.513734
2009,"hiroshima",3,"H","HIDAKE, JUNKO",46,"challenger",3,"lost",3,0,5825,2.5,350705,68.59,1279890,0,1.27989
2009,"hiroshima",4,"DPJ","SORAMOTO, SEIKI",45,"challenger",3,"won",1,1,102435,50.3,293632,70.78,12223320,0,12.22332
2009,"hiroshima",4,"LDP","NAKAGAWA, HIDENAO",65,"incumbent",3,"zombie",2,10,97296,47.8,293632,70.78,23080664,1,23.080664
2009,"hiroshima",4,"H","OKI,YURI",54,"challenger",3,"lost",3,0,4003,2,293632,70.78,1948807,0,1.948807
2009,"hiroshima",5,"DPJ","MITANI, MITSUO",50,"incumbent",3,"won",1,2,99770,50.9,273182,73.1,8188118,1,8.188118
2009,"hiroshima",5,"LDP","TERADA, MINORU",51,"incumbent",3,"lost",2,2,93594,47.7,273182,73.1,10574257,1,10.574257
2009,"hiroshima",5,"H","TSUKAMOTO, YOSHITERU",50,"challenger",3,"lost",3,0,2738,1.4,273182,73.1,1757998,0,1.757998
2009,"hiroshima",6,"NNP","KAMEI, SHIZUKA",72,"incumbent",4,"won",1,11,137287,60.2,331003,71.32,11500796,1,11.500796
2009,"hiroshima",6,"LDP","KOJIMA, TOSHIFUMI",58,"challenger",4,"lost",2,0,69808,30.6,331003,71.32,6183132,0,6.183132
2009,"hiroshima",6,"JCP","HANAOKA, TAMIYO",52,"challenger",4,"lost",3,0,17383,7.6,331003,71.32,832900,0,0.8329
2009,"hiroshima",6,"H","EBISUMOTO, KYOKO",58,"challenger",4,"lost",4,0,3689,1.6,331003,71.32,2332542,0,2.332542
2009,"hiroshima",7,"DPJ","WADA, TAKASHI",46,"incumbent",3,"won",1,3,133871,53.7,374726,67.86,10625482,1,10.625482
2009,"hiroshima",7,"LDP","MIYAZAWA, YOICHI",59,"incumbent",3,"lost",2,3,111321,44.7,374726,67.86,19885252,1,19.885252
2009,"hiroshima",7,"H","UEMATSU, MITSUO",50,"challenger",3,"lost",3,0,3879,1.6,374726,67.86,2337853,0,2.337853
2009,"hokkaido",1,"DPJ","YOKOMICHI, TAKAHIRO",68,"incumbent",4,"won",1,10,183216,54.3,475525,72.1,14274990,1,14.27499
2009,"hokkaido",1,"LDP","HASEGAWA, GAKU",38,"challenger",4,"lost",2,0,124343,36.8,475525,72.1,9862411,0,9.862411
2009,"hokkaido",1,"JCP","MATSUI, HIDEAKI",40,"challenger",4,"lost",3,0,25803,7.6,475525,72.1,2198264,0,2.198264
2009,"hokkaido",1,"H","TAKAMOTO, KAZUE",59,"challenger",4,"lost",4,0,4083,1.2,475525,72.1,1728827,0,1.728827
2009,"hokkaido",2,"DPJ","MITSUI, WAKIO",66,"challenger",5,"won",1,4,165267,54.2,436036,71.03,12091641,0,12.091641
2009,"hokkaido",2,"LDP","YOSHIKAWA, TAKAMORI",58,"challenger",5,"lost",2,3,93870,30.8,436036,71.03,9800406,0,9.800406
2009,"hokkaido",2,"JCP","OKA, CHIHARU",46,"challenger",5,"lost",3,0,27580,9,436036,71.03,2695218,0,2.695218
2009,"hokkaido",2,"SDP","HONDA, YUMI",31,"challenger",5,"lost",4,0,14311,4.7,436036,71.03,2520308,0,2.520308
2009,"hokkaido",2,"H","YAMAMOTO, MOTOMI",42,"challenger",5,"lost",5,0,3782,1.2,436036,71.03,1795217,0,1.795217
2009,"hokkaido",3,"DPJ","ARAI, SATOSHI",63,"ex",3,"won",1,5,186081,60.9,439446,70.91,11957683,1,11.957683
2009,"hokkaido",3,"LDP","ISHIZAKI, GAKU",54,"challenger",3,"lost",2,3,112844,36.9,439446,70.91,18374804,0,18.374804
2009,"hokkaido",3,"H","MORIYAMA, YOSHINORI",42,"challenger",3,"lost",3,0,6723,2.2,439446,70.91,1698640,0,1.69864
2009,"hokkaido",4,"DPJ","HACHIRO, YOSHIO",61,"incumbent",3,"won",1,7,149697,65.5,316523,74.01,13584405,1,13.584405
2009,"hokkaido",4,"LDP","MIYAMOTO, TORU",44,"challenger",3,"lost",2,0,75029,32.8,316523,74.01,7542503,0,7.542503
2009,"hokkaido",4,"H","TSURUMI, SHUNZO",55,"challenger",3,"lost",3,0,3923,1.7,316523,74.01,2327830,0,2.32783
2009,"hokkaido",5,"DPJ","KOBAYASHI, CHIYOMI",40,"ex",3,"won",1,2,182952,53.8,452618,76.32,5938609,1,5.938609
2009,"hokkaido",5,"LDP","MACHIMURA, NOBUTAKA",64,"incumbent",3,"zombie",2,9,151448,44.6,452618,76.32,14385587,1,14.385587
2009,"hokkaido",5,"H","HATANO, YASUNORI",42,"challenger",3,"lost",3,0,5380,1.6,452618,76.32,1631065,0,1.631065
2009,"hokkaido",6,"DPJ","SASAKI, TAKAHIRO",60,"challenger",4,"won",1,2,175879,55.4,440855,73.02,7359921,0,7.359921
2009,"hokkaido",6,"LDP","IMAZU, HIROSHI",62,"incumbent",4,"lost",2,3,119964,37.8,440855,73.02,13872334,1,13.872334
2009,"hokkaido",6,"JCP","OUGI, KAZUTOSHI",59,"ex",4,"lost",3,0,17884,5.6,440855,73.02,2230519,1,2.230519
2009,"hokkaido",6,"H","TAKEDA, SHINICHI",42,"challenger",4,"lost",4,0,3554,1.1,440855,73.02,2153933,0,2.153933
2009,"hokkaido",7,"LDP","ITO, YOSHITAKA",60,"challenger",3,"won",1,1,100150,49.7,277937,73.91,9292763,0,9.292763
2009,"hokkaido",7,"DPJ","NAKANO, HIROKO",50,"incumbent",3,"zombie",2,3,99236,49.2,277937,73.91,14710765,1,14.710765
2009,"hokkaido",7,"H","KANENARI, SACHIKO",50,"challenger",3,"lost",3,0,2131,1.1,277937,73.91,1816466,0,1.816466
2009,"hokkaido",8,"DPJ","OOSAKA, SEIJI",50,"incumbent",4,"won",1,2,171114,62.6,403646,69.34,10098483,1,10.098483
2009,"hokkaido",8,"LDP","FUKUSHIMA, KEISHIRO",63,"challenger",4,"lost",2,0,58046,21.2,403646,69.34,6926585,0,6.926585
2009,"hokkaido",8,"independent","SATO, KENJI",52,"challenger",4,"lost",3,0,40090,14.7,403646,69.34,6809606,0,6.809606
2009,"hokkaido",8,"H","NISHINO, AKIRA",32,"challenger",4,"lost",4,0,4075,1.5,403646,69.34,2275821,0,2.275821
2009,"hokkaido",9,"DPJ","HATOYAMA, YUKIO",62,"incumbent",4,"won",1,8,201461,66.4,413536,74.67,16865736,1,16.865736
2009,"hokkaido",9,"LDP","KAWABATA, SATOSHI",38,"challenger",4,"lost",2,0,79116,26.1,413536,74.67,7416491,0,7.416491
2009,"hokkaido",9,"JCP","SATO, AKIKO",66,"challenger",4,"lost",3,0,20286,6.7,413536,74.67,3354905,0,3.354905
2009,"hokkaido",9,"H","SATOMURA, EIICHI",49,"challenger",4,"lost",4,0,2735,0.9,413536,74.67,2382943,0,2.382943
2009,"hokkaido",10,"DPJ","KODAIRA, TADAMASA",67,"incumbent",3,"won",1,7,159473,62.6,342003,76.6,16441887,1,16.441887
2009,"hokkaido",10,"LDP","IIJIMA, YUKARI",45,"incumbent",3,"lost",2,1,89287,35,342003,76.6,7754742,1,7.754742
2009,"hokkaido",10,"H","OOBAYASHI, MAKOTO",36,"challenger",3,"lost",3,0,6114,2.4,342003,76.6,2600944,0,2.600944
2009,"hokkaido",11,"DPJ","ISHIKAWA, TOMOHIRO",36,"incumbent",3,"won",1,2,118655,54,289067,77.17,10845028,1,10.845028
2009,"hokkaido",11,"LDP","NAKAGAWA, SHOICHI",46,"incumbent",3,"lost",2,8,89818,40.9,289067,77.17,17968864,1,17.968864
2009,"hokkaido",11,"JCP","WATANABE, YUKARI",60,"challenger",3,"lost",3,0,11140,5.1,289067,77.17,1626015,0,1.626015
2009,"hokkaido",12,"DPJ","MATSUKI, KENKO",50,"incumbent",3,"won",1,3,127166,52.4,318569,77.59,11939942,1,11.939942
2009,"hokkaido",12,"LDP","TAKEBE, TSUTOMU",68,"incumbent",3,"zombie",2,8,112690,46.4,318569,77.59,12114585,1,12.114585
2009,"hokkaido",12,"H","KASAMATSU, NAGAMARO",56,"challenger",3,"lost",3,0,2763,1.1,318569,77.59,3237364,0,3.237364
2009,"hyogo",1,"DPJ","IDO, MASAE",43,"challenger",5,"won",1,1,111183,52.8,366318,63.69,6606506,0,6.606506
2009,"hyogo",1,"LDP","MORIYAMA, MASAHITO",55,"incumbent",5,"lost",2,1,73767,35,366318,63.69,11168143,1,11.168143
2009,"hyogo",1,"JCP","AJIGUCHI, TOSHIYUKI",39,"challenger",5,"lost",3,0,20760,9.9,366318,63.69,1899450,0,1.89945
2009,"hyogo",1,"independent","HARA, KAZUMI",59,"challenger",5,"lost",4,0,1995,0.9,366318,63.69,4184476,0,4.184476
2009,"hyogo",1,"H","YOKOYAMA, KENJI",52,"challenger",5,"lost",5,0,2868,1.4,366318,63.69,1738071,0,1.738071
2009,"hyogo",2,"DPJ","MUKOYAMA, KOICHI",52,"challenger",4,"won",1,1,111208,49.4,358300,65.01,8727148,0,8.727148
2009,"hyogo",2,"CGP","AKABA, KAZUYOSHI",51,"incumbent",4,"lost",2,5,88502,39.3,358300,65.01,13827849,1,13.827849
2009,"hyogo",2,"JCP","IMURA, HIROKO",63,"challenger",4,"lost",3,0,21041,9.3,358300,65.01,2348142,0,2.348142
2009,"hyogo",2,"H","TAKEUCHI, TOMOHIRO",45,"challenger",4,"lost",4,0,4485,2,358300,65.01,2642449,0,2.642449
2009,"hyogo",3,"DPJ","DOI, RYUICHI",70,"incumbent",6,"won",1,7,102350,50,321036,65,7182615,1,7.182615
2009,"hyogo",3,"LDP","SEKI, YOSHIHIRO",44,"incumbent",6,"lost",2,0,67833,33.1,321036,65,7034620,1,7.03462
2009,"hyogo",3,"JCP","KANEDA, MINEO",44,"challenger",6,"lost",3,0,18703,9.1,321036,65,1903490,0,1.90349
2009,"hyogo",3,"independent","KUROE, KENJI",53,"challenger",6,"lost",4,0,11011,5.4,321036,65,3251531,0,3.251531
2009,"hyogo",3,"independent","YAMAMOTO, MASAHARU",53,"challenger",6,"lost",5,0,2866,1.4,321036,65,330000,0,0.33
2009,"hyogo",3,"H","MORIMOTO, KIYOSHI",52,"challenger",6,"lost",6,0,2039,1,321036,65,1126236,0,1.126236
2009,"hyogo",4,"DPJ","TAKAHASHI, SHOICHI",45,"challenger",5,"won",1,1,142684,52.4,429463,65.96,4689359,0,4.689359
2009,"hyogo",4,"LDP","INOUE, KICHI",77,"incumbent",5,"lost",2,0,103336,38,429463,65.96,22874402,1,22.874402
2009,"hyogo",4,"independent","ISHIHARA, SHUZO",58,"challenger",5,"lost",3,0,20924,7.7,429463,65.96,2079349,0,2.079349
2009,"hyogo",4,"H","SATO, RUI",32,"challenger",5,"lost",4,0,5299,1.9,429463,65.96,1585891,0,1.585891
2009,"hyogo",5,"DPJ","KAJIWARA, YASUHIRO",52,"ex",3,"won",1,2,142631,54,361999,73.25,8060311,1,8.060311
2009,"hyogo",5,"LDP","TANI, KOICHI",57,"incumbent",3,"zombie",2,3,109497,41.5,361999,73.25,16422344,1,16.422344
2009,"hyogo",5,"H","MARUOKA, MASUMI",51,"challenger",3,"lost",3,0,7406,2.8,361999,73.25,2199166,0,2.199166
2009,"hyogo",5,"independent","TOYAMA, TAKASHI",61,"challenger",5,"lost",5,0,4427,1.7,361999,73.25,1667791,0,1.667791
2009,"hyogo",6,"DPJ","ICHIMURA, KOICHIRO",45,"incumbent",4,"won",1,3,172889,55.6,471847,67.08,6213859,1,6.213859
2009,"hyogo",6,"LDP","KOBIKI, TSUKASA",50,"incumbent",4,"lost",2,1,104014,33.4,471847,67.08,8354677,1,8.354677
2009,"hyogo",6,"JCP","KITANO, NORIKO",46,"challenger",4,"lost",3,0,28098,9,471847,67.08,1677020,0,1.67702
2009,"hyogo",6,"H","UENO, YOSHIHIRO",38,"challenger",4,"lost",4,0,6096,2,471847,67.08,1518563,0,1.518563
2009,"hyogo",7,"DPJ","ISHII, TOSHIRO",38,"challenger",4,"won",1,1,176017,58.6,454288,67.56,5160184,0,5.160184
2009,"hyogo",7,"LDP","OOMAE, SHIGEO",67,"incumbent",4,"lost",2,0,90661,30.2,454288,67.56,6465686,1,6.465686
2009,"hyogo",7,"JCP","HIRANO, SADAO",53,"challenger",4,"lost",3,0,26745,8.9,454288,67.56,1900606,0,1.900606
2009,"hyogo",7,"H","ODA, KAZUYO",49,"challenger",4,"lost",4,0,6759,2.3,454288,67.56,1630841,0,1.630841
2009,"hyogo",8,"NPJ","TANAKA, YASUO",53,"challenger",8,"won",1,1,106225,42.2,380989,67.27,9776363,0,9.776363
2009,"hyogo",8,"CGP","FUYUSHIBA, TETSUZO",73,"incumbent",8,"lost",2,7,103918,41.3,380989,67.27,8243706,1,8.243706
2009,"hyogo",8,"JCP","SHOMOTO, ETSUKO",55,"challenger",8,"lost",3,0,20327,8.1,380989,67.27,1644855,0,1.644855
2009,"hyogo",8,"SDP","ICHIKI, BANKO",32,"challenger",8,"lost",4,0,18770,7.5,380989,67.27,5397622,0,5.397622
2009,"hyogo",8,"H","SUMIDE, TOMOKAZU",43,"challenger",8,"lost",5,0,2532,1,380989,67.27,1950710,0,1.95071
2009,"hyogo",9,"LDP","NISHIMURA, YASUTOSHI",46,"incumbent",3,"won",1,3,137190,60.6,361568,65.24,8111043,1,8.111043
2009,"hyogo",9,"NNP","MIYAMOTO, ICHIZO",77,"ex",3,"lost",2,3,76991,34,361568,65.24,6515551,1,6.515551
2009,"hyogo",9,"H","TAKAGI, YOSHIAKI",40,"challenger",3,"lost",3,0,12033,5.3,361568,65.24,1768648,0,1.768648
2009,"hyogo",10,"DPJ","OKADA, YASUHIRO",34,"challenger",3,"won",1,1,132231,58,343729,67.55,8255593,0,8.255593
2009,"hyogo",10,"LDP","TOKAI, KISABURO",61,"incumbent",3,"lost",2,6,92032,40.4,343729,67.55,17804867,1,17.804867
2009,"hyogo",10,"H","KOMURA, NAOHIRO",45,"challenger",3,"lost",3,0,3788,1.7,343729,67.55,1379327,0,1.379327
2009,"hyogo",11,"DPJ","MATSUMOTO, TAKEAKI",50,"incumbent",3,"won",1,4,146058,61.3,381236,63.95,8173851,1,8.173851
2009,"hyogo",11,"LDP","TOIDA, TORU",57,"incumbent",3,"lost",2,2,86203,36.2,381236,63.95,14732322,1,14.732322
2009,"hyogo",11,"H","BODA, TOMOKO",40,"challenger",3,"lost",3,0,6013,2.5,381236,63.95,966700,0,0.9667
2009,"hyogo",12,"DPJ","YAMAGUCHI, TSUYOSHI",54,"incumbent",3,"won",1,3,123325,55.9,307887,72.76,11685864,1,11.685864
2009,"hyogo",12,"LDP","KOMOTO, SABURO",58,"incumbent",3,"lost",2,3,94032,42.6,307887,72.76,14476203,1,14.476203
2009,"hyogo",12,"H","YAMADA, TOKUTARO",32,"challenger",3,"lost",3,0,3148,1.4,307887,72.76,1181105,0,1.181105
2009,"ibaragi",1,"DPJ","FUKUSHIMA, NOBUYUKI",39,"challenger",4,"won",1,1,151165,57.1,407489,66.7,4827484,0,4.827484
2009,"ibaragi",1,"LDP","AKAGI, NORIHIKO",50,"incumbent",4,"lost",2,6,92528,35,407489,66.7,14127756,1,14.127756
2009,"ibaragi",1,"JCP","TAYA, TAKEO",58,"challenger",4,"lost",3,0,15776,6,407489,66.7,1765039,0,1.765039
2009,"ibaragi",1,"H","KANAZAW, KOJI",34,"challenger",4,"lost",4,0,5267,2,407489,66.7,3429214,0,3.429214
2009,"ibaragi",2,"DPJ","ISHIZU, MASAO",62,"challenger",3,"won",1,1,114455,49.1,360278,66.13,7514880,0,7.51488
2009,"ibaragi",2,"LDP","NUKAGA, FUKUSHIRO",65,"incumbent",3,"zombie",2,9,111674,47.9,360278,66.13,8340287,1,8.340287
2009,"ibaragi",2,"H","NAKAMURA, KOKI",45,"challenger",3,"lost",3,0,7125,3.1,360278,66.13,2174279,0,2.174279
2009,"ibaragi",3,"DPJ","KOIZUMI, TOSHIAKI",52,"ex",3,"won",1,3,146983,57.1,385445,68.45,6276828,1,6.276828
2009,"ibaragi",3,"LDP","HANASHI, YASUHIRO",49,"incumbent",3,"lost",2,2,103228,40.1,385445,68.45,18913096,1,18.913096
2009,"ibaragi",3,"H","MIYAMAOTO, HARUKI",51,"challenger",3,"lost",3,0,7026,2.7,385445,68.45,2276588,0,2.276588
2009,"ibaragi",4,"LDP","KAJIYAMA, HIORSHI",53,"incumbent",3,"won",1,4,104236,50.7,303672,69.16,10590595,1,10.590595
2009,"ibaragi",4,"DPJ","TAKANO, MAMORU",50,"challenger",3,"zombie",2,1,97256,47.3,303672,69.16,9060257,0,9.060257
2009,"ibaragi",4,"H","NAKAMURA, NOBUTAKE",42,"challenger",3,"lost",3,0,3968,1.9,303672,69.16,1982321,0,1.982321
2009,"ibaragi",5,"DPJ","OHATA, AKIHIRO",61,"incumbent",3,"won",1,7,91855,61.3,227553,67.39,7870074,1,7.870074
2009,"ibaragi",5,"LDP","OKABE, HIDEAKI",50,"incumbent",3,"lost",2,1,54541,36.4,227553,67.39,8942887,1,8.942887
2009,"ibaragi",5,"H","NOGUCHI, KOTA",33,"challenger",3,"lost",3,0,3513,2.3,227553,67.39,1379031,0,1.379031
2009,"ibaragi",6,"DPJ","OIZUMI, HIROKO",59,"challenger",3,"won",1,1,147865,54.3,422245,66.65,6725251,0,6.725251
2009,"ibaragi",6,"LDP","NIWA, YUYA",65,"incumbent",3,"lost",2,10,114204,42,422245,66.65,11839714,1,11.839714
2009,"ibaragi",6,"H","SUZUKI, TOSHIHIRO",35,"challenger",3,"lost",3,0,10082,3.7,422245,66.65,1776172,0,1.776172
2009,"ibaragi",7,"independent","NAKAMURA, KISHIRO",60,"incumbent",4,"won",1,11,78999,37,314798,69.37,9200890,1,9.20089
2009,"ibaragi",7,"DPJ","YANAGITA, KAZUMI",59,"challenger",4,"zombie",2,1,67331,31.5,314798,69.37,6782593,0,6.782593
2009,"ibaragi",7,"LDP","NAGAOKA, KEIKO",55,"incumbent",4,"zombie",3,2,64180,30.1,314798,69.37,12048435,1,12.048435
2009,"ibaragi",7,"H","SUGIURA, AKIRA",60,"challenger",4,"lost",4,1,3062,1.4,314798,69.37,1866497,0,1.866497
2009,"ishikawa",1,"DPJ","OKUDA, KEN",50,"ex",4,"won",1,4,125667,49.2,358479,72.21,8653618,1,8.653618
2009,"ishikawa",1,"LDP","HASE, HIROSHI",48,"incumbent",4,"zombie",2,4,117168,45.8,358479,72.21,8206376,1,8.206376
2009,"ishikawa",1,"JCP","SATO, MASAYUKI",41,"challenger",4,"lost",3,0,10982,4.3,358479,72.21,1148124,0,1.148124
2009,"ishikawa",1,"H","MATSUBAYASHI, JUNICHI",45,"challenger",4,"lost",4,0,1738,0.7,358479,72.21,1064938,0,1.064938
2009,"ishikawa",2,"LDP","MORI, YOSHIRO",72,"incumbent",3,"won",1,14,123490,50.2,317490,78.75,9496640,1,9.49664
2009,"ishikawa",2,"DPJ","TANAKA, MIEKO",33,"challenger",3,"zombie",2,1,119021,48.4,317490,78.75,7758705,0,7.758705
2009,"ishikawa",2,"H","MIYAMOTO, SATOSHI",49,"challenger",3,"lost",3,0,3467,1.4,317490,78.75,1344820,0,1.34482
